Continent,Region,Subregion,Stock,Group,Name,ScientificName,SpecCode,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,MSYBtrigger,Fmsy,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.hi,btype,e.creep,force.cmsy,Comments,
North America,Alaska Ecosystem Complex,Aleutian Islands,Pacific cod - Aleutian Islands,NA,Pacific cod,Gadus macrocephalus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1991,2017,1991,2017,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.224419,0.510044,0.5,0.6,NA,NA,NA,0.04,0.4,CPUE,NA,FALSE,NOAA Assessment model: Random Effects Model. RF OK,BCrumb data used.
North America,Alaska Ecosystem Complex,Bering Sea,Pacific cod - Bering Sea,NA,Pacific cod,Gadus macrocephalus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1977,2018,1977,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.224419,0.510044,0.01,0.1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
North America,North America,Alaska Ecosystem Complex,Pacific cod - Gulf of Alaska,Large demersals (>=90 cm),Pacific cod,Gadus macrocephalus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1977,2018,1977,2015,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.224419,0.510044,0.3,0.4,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
North America,California Current,Pacific Coast,Pacific hake - Pacific Coast,NA,Pacific hake,Merluccius productus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1966,2019,1966,2019,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.326579,0.742224,0.25,0.35,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
North America,California Current / Alaska Ecosystem Complex,Pacific Coast / Alaska,Pacific halibut - Pacific Coast / Alaska,NA,Pacific halibut,Hippoglossus stenolepis,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1889,2019,1996,2019,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.0614021,0.180285,0.5,0.6,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
North America,Alaska Ecosystem Complex,Bering Sea / Aleutian Islands,Pacific ocean perch - Bering Sea / Aleutian Islands,NA,Pacific ocean perch,Sebastes alutus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1960,2017,1960,2017,NA,NA,NA,NA,NA,NA,NA,NA,Very low,0.132315,0.300716,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Custom SCAA,
North America,California Current,Pacific Coast,Pacific ocean perch - Pacific Coast,NA,Pacific ocean perch,Sebastes alutus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1940,2010,1950,2010,NA,NA,NA,NA,NA,NA,NA,NA,Very low,0.132315,0.300716,0.75,0.85,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis (SS),
North America,California Current,Northern Subpopulation,Pacific sardine - Northern Subpopulation,NA,Pacific sardine,Sardinops sagax,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,2000,2019,2004,2019,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.36259,0.824069,0.7,0.9,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
Europe,ICCAT,Azores Canaries Madeira,Page_bog_AzoresCanariesMadeira,Medium benthopelagics (30 - 89 cm),Blackspot seabream in Azores Canaries Madeira,Pagellus bogaraveo,,"ICES (2017) EU request to review the advice for blackspot (= red) seabream (Pagellus bogaraveo) in Subarea 10 (Azores grounds). In: ICES Special Request Advice: Azores Ecoregion. ICES Advice 2017, Book 9.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.7,1,NA,NA,NA,0.1,0.5,CPUE,NA,F,"No fisheries reference points given (ICES). sbr-x bottom longline survey abundance index for Azores available for 1995 to 2013, compatible with intbio and endbio. Medium resilience was used for CMSY analysis. RF OK 27/02/18. Adjusted int. bio for 1995 to 0.4-0.8. RF OK",
Australia,Indo-Pacific,Australia,pagr_aur_sc,Demersal,Pink snapper,Pagrus auratus,,FishBase,1975,2017,1997,2014,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.24,0.54,0.3,0.4,NA,NA,NA,NA,NA,CPUE,NA,FALSE,Rec fish catches not included but may be significant. Most reliable CPUE from 2007 onwards. Intermediate prior 2014 0.3 ranging from 0.2 to 0.5,
Australia,Indo-Pacific,Australia,pagr_aur_sgwc,Demersal,Pink snapper,Pagrus auratus,,FishBase,1984,2018,1984,2008,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.24,0.54,0.1,0.2,NA,NA,NA,NA,NA,CPUE,NA,FALSE,Abundace index close to Blim in recent years,
Australia,Indo-Pacific,Australia,pagr_aur_wv,Demersal,Pink snapper,Pagrus auratus,,FishBase,1978,2017,1978,2010,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.24,0.54,0.15,0.25,NA,NA,NA,0.03,0.3,CPUE,2,FALSE,Increase in technology but change in fishing techniques with phase out of nets; e-creep set to 2%. RF OK,
Asia,Japan,Kuroshio,Pagr_maj_CKuroshio,Large demersals (>=90 cm),Japanese seabream,Pagrus major,,http://abchan.fra.go.jp/digests2018/details/201846.pdf,1950,2018,1977,2017,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.16,0.47,0.4,0.65,NA,NA,NA,0.1,0.5,CPUE,NA,F,RF OK,
Europe,GFCM; ICCAT,Western Mediterranean,Pali_ele_WMediterranean,"Lobsters, crabs",Common spiny lobster in Western Mediterranean,Palinurus elephas,,"Quetglas, A., et al. (2004) Common spiny lobster (Palinurus elephas Fabricius 1787) fisheries in the western Mediterranean: a comparison of Spanish and Tunisian fisheries. Bollet� de la Societat d'Hist�ria Natural de les Balears 47:63-80.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.13,0.37,0.3,0.7,NA,NA,NA,0.1,0.5,CPUE,NA,F,"CPUE data added to catch file by Sydney, but needs catch. set int. bio for 2005 to 0.1-0.5, Rainer suggested to exclude CPUE outliers, so I set q.start to 1993 and q.end to 1999. RF OK",
North America,NAFO; NASCO; ICCAT; ICES,North Greenland and East Greenland Shelf,Pand_bor_ENGreenland,Shrimps,Northern prawn in North Greenland and East Greenland Shelf,Pandalus borealis,,"ICES (2015) NAFO/ICES Pandalus Assessment Group Meeting, September 9-16, 2015, Northwest Atlantic Fisheries Centre, St. John�s, Newfoundland, Canada. ICES CM 2015/ACOM:1.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.38,0.87,0.8,1,NA,NA,NA,0.02,0.2,CPUE,NA,F,"Relative biomass for stock in ICES areas Xivb and va. Catch includes multiple marine ecoregions: North Greenland, East Greenland Shelf, and North and East Iceland, and South and West Iceland. RF OK",
Europe,NEAFC; NASCO; ICCAT; ICES,North and East Iceland and South and West Iceland,Pand_bor_Iceland,Shrimps,Northern prawn in North and East Iceland and South and West Iceland,Pandalus borealis,,"ICES (2014) Report of the Workshop on the Development of Quantitative Assessment Methodologies based on LIFE-history traits, exploitation characteristics, and other relevant parameters for data-limited stocks (WKLIFE IV), 27-31 October 2014, Lisbon, Portugal. ICES CM 2014/ACOM:54. 223 p.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.8,1,NA,NA,NA,0.03,0.2,CPUE,NA,F,Assumed medium resilience. Relative biomass information for stock Pan_bor_1 was in Arnarfjordur. Changed q start and end to 1991-2002. RF OK,
North America,NAFO; NASCO; ICCAT,Northern Grand Banks - Southern Labrador,Pand_bor_NGrandBanks,Shrimps,Northern prawn in Northern Grand Banks - Southern Labrador,Pandalus borealis,,DFO (2019) An assessment of northern shrimp (Pandalus borealis) in shrimp fishing areas 4-6 and of striped shrimp (Pandalus montagui) in shrimp fishing area 4 in 2018. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2019/027. 24 p.,1976,2018,1995,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.01,0.3,NA,NA,NA,0.02,0.2,CPUE,NA,F,RF OK,
North America,NAFO; NASCO; ICCAT,West Greenland Shelf,Pand_bor_WGreenland,Shrimps,Northern prawn in West Greenland Shelf,Pandalus borealis,,NAFO (2015) Northern Shrimp in Subarea 1 and Div. 0A. NAFO Scientific Advice.,1950,2018,1985,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.4,NA,NA,NA,0.03,0.4,CPUE,NA,F,Catch from West Greenland Shelf and Baffin Bay-Davis Strait marine ecoregions. Relative biomass available for NAFO subarea 1 plus area 0A. Medium resilience assumed. Straddling stock. RF OK,
Africa,ICCAT,Angolan,Para_lon_Angolan,Shrimps,Deepwater rose shrimp in Angolan,Parapenaeus longirostris,,"Djama, T., and de Sousa, A. (2001) State of the deep-sea shrimp stock of Angola. Journal of the Cameroon Academy of Sciences 1(3):151-154.",1959,2018,1990,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.01,0.4,NA,NA,NA,0.02,0.25,CPUE,NA,F,RF OK,
North America,California Current,Pacific Coast,Petrale sole - Pacific Coast,NA,Petrale sole,Eopsetta jordani,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1876,2018,1970,2009,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.294111,0.668435,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
Europe,Northern Europe,NA,pil.27.8c9a,NA,Sardine (Sardina pilchardus) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters),Sardina pilchardus,,https://standardgraphs.ices.dk/stockList.aspx,1978,2020,1980,2019,0.156,0.118,196334,252523,NA,252523,0.032,NA,Medium,0.395863,0.899689,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 2-5 ; type of abundance: Other,
Europe,Northern Europe,NA,ple.27.21-23,NA,Plaice (Pleuronectes platessa) in subdivisions 21-23 (Kattegat. Belt Seas. and the Sound),Pleuronectes platessa,,https://standardgraphs.ices.dk/stockList.aspx,1999,2020,1999,2019,1,0.74,3635,4730,NA,4730,0.31,NA,Medium,0.347673,0.790166,0.25,0.35,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 3-5 ; type of abundance: SSB,
Europe,Northern Europe,NA,ple.27.24-32,NA,Plaice (Pleuronectes platessa) in subdivisions 24-32 (Baltic Sea. excluding the Sound and Belt Seas),Pleuronectes platessa,,https://standardgraphs.ices.dk/stockList.aspx,2002,2020,2002,2019,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.347673,0.790166,0.01,0.05,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: Stock Size: Relative,
Europe,Northern Europe,NA,ple.27.7d,NA,Plaice (Pleuronectes platessa) in Division 7.d (eastern English Channel),Pleuronectes platessa,,https://standardgraphs.ices.dk/stockList.aspx,1980,2020,1980,2010,0.5,0.36,18448,25826,NA,25826,0.25,NA,Medium,0.347673,0.790166,0.01,0.1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: SSB,
Europe,Northern Europe,NA,ple.27.7e,NA,Plaice (Pleuronectes platessa) in Division 7.e (western English Channel),Pleuronectes platessa,,https://standardgraphs.ices.dk/stockList.aspx,1980,2020,1980,2010,1.82230505427014,1.30460475476158,0.477574778551355,0.668604689971897,NA,0.668605,0.492851,NA,Medium,0.347673,0.790166,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 3-6 ; type of abundance: Stock Size: Relative,
Europe,Northern Europe,NA,pok.27.1-2,NA,Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic),Pollachius virens,,https://standardgraphs.ices.dk/stockList.aspx,1960,2020,1960,2019,0.58,0.35,136000,220000,NA,NA,NA,NA,Medium,0.332603,0.755916,0.45,0.55,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 4-7 ; type of abundance: SSB,
Europe,Northern Europe,NA,pok.27.3a46,NA,Saithe (Pollachius virens) in subareas 4. 6 and Division 3.a (North Sea. Rockall and West of Scotland. Skagerrak and Kattegat),Pollachius virens,,https://standardgraphs.ices.dk/stockList.aspx,1967,2020,1967,2015,0.62,0.446,107297,149098,NA,149098,0.363,NA,Medium,0.332603,0.755916,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 4-7 ; type of abundance: SSB,
North America,Northeast Shelf,Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,NA,Pollock,Pollachius virens,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1960,2018,1970,2015,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.332603,0.755916,0.8,0.9,NA,NA,NA,0.1,0.45,CPUE,NA,FALSE,NOAA Assessment model: ASAP. RF OK,
,WCPFC; IATTC,NA,Prio_gla_Pacific,,Blue shark,Prionace glauca,,https://www.wcpfc.int/system/files/SC13-SA-WP-10%20Stock%20Assessment%20and%20Projections%20Blue%20Shark.pdf,1971,2015,1976,2015,NA,NA,NA,NA,NA,NA,0.35,NA,Low,NA,NA,0.5,0.7,NA,NA,NA,0.1,0.5,CPUE,NA,F,SSBMSY used as a proxy for BMSY. Reference points from Table 1E. RF OK,
,ICCAT,NA,Prio_gla_SAtlantic,,Blue shark,Prionace glauca,,https://www.iccat.int/Documents/SCRS/DetRep/BSH_SA_ENG.PDF,1991,2013,1991,2013,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.05,0.15,NA,NA,NA,NA,NA,CPUE,NA,F,"Stock distributed in FAO 41, 47, 34. Assessment declares ""stock not overfished""",
North America,NAFO; NASCO; ICCAT,Gulf of St. Lawrence - Eastern Scotian Shelf,Pseu_ame_StLawrence,Small to medium flatfishes (<90 cm),Winter flounder in Gulf of St. Lawrence - Eastern Scotian Shelf,Pseudopleuronectes americanus,,DFO (2017) Stock assessment of Winter Flounder (Pseudopleuronectes americanus) of the southern Gulf of St. Lawrence (NAFO Div. 4T) to 2016. DFO Can. Sci. Advis. Sec. Sci. Advis. Rep. 2017/022. 21 p.,1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.5,NA,NA,NA,0.01,0.2,CPUE,NA,F,Changed q start to 1975. RF OK,
Africa,ICCAT,Sahelian Upwelling,Pseu_sen_Sahelian,Large demersals (>=90 cm),Cassava croaker in Sahelian Upwelling,Pseudotolithus senegalensis,,"FAO (2016) Report of the FAO/CECAF Working Group on the Assessment of Demersal Resources � Subgroup North Agadir, Morocco, 8-17 February 2010. CECAF/ECAF Series No. 11/72.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.36,0.82,0.6,0.9,NA,NA,NA,0.01,0.4,CPUE,NA,F,"Set start year to 1965, adjusted int. bio. Year to 2003, 0.1-0.4. RF OK",
Oceania,WCPFC,"Central and Southern Great Barrier Reef, Coral Sea and Torres Strait Northern Great Barrier Reef",Rani_ran_GBRCoralSea,"Lobsters, crabs","Kona crab in Central and Southern Great Barrier Reef, Coral Sea and Torres Strait Northern Great Barrier Reef",Ranina ranina,,"QG (2011) Stock status of Queensland�s fisheries resources 2011. Queensland Government, Department of Employment, Economic Development and Innovation (DEEDI).",1950,2018,1990,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.7,0.9,NA,NA,NA,0.03,0.3,CPUE,2,F,Check catch disagreggation prior to 1990. CPUE recommended. added qstart=2002 and qend = 2009. RF OK,
North America,Gulf of Mexico,Gulf of Mexico,Red grouper - Gulf of Mexico,NA,Red grouper,Epinephelus morio,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1963,2017,1985,2017,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.397852,0.904208,0.3,0.5,NA,NA,NA,0.03,0.3,CPUE,NA,FALSE,NOAA Assessment model: SS. RF OK,
North America,Northeast Shelf,Gulf of Maine / Northern Georges Bank,Red hake - Gulf of Maine / Northern Georges Bank,NA,Red hake,Urophycis chuss,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1980,2016,1980,2013,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: AIM,
North America,Northeast Shelf,Southern Georges Bank / Mid-Atlantic,Red hake - Southern Georges Bank / Mid-Atlantic,NA,Red hake,Urophycis chuss,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1962,2016,1970,2016,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.15,0.25,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: AIM,
North America,Alaska Ecosystem Complex,Bristol Bay,Red king crab - Bristol Bay,NA,Red king crab,Paralithodes camtschaticus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1953,2018,1975,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.55,0.65,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: GMACS,
North America,Alaska Ecosystem Complex,Norton Sound,Red king crab - Norton Sound,NA,Red king crab,Paralithodes camtschaticus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1977,2018,1977,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.65,0.75,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: GMACS,
North America,Southeast Shelf,Southern Atlantic Coast,Red porgy - Southern Atlantic Coast,NA,Red porgy,Pagrus pagrus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1972,2017,1972,2014,NA,NA,NA,NA,NA,NA,0.172999992966652,NA,Medium,0.341122,0.775277,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Beaufort Statistical Catch-at-Age Model,
Australia,Indo-Pacific,Australia,rex_sol_e,benthopelagic,Gemfish_E,Rexea solandri,,FishBase,1968,2017,1968,2007,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.35,0.79,0.75,0.85,NA,NA,NA,NA,NA,CPUE,NA,FALSE,,
Oceania,CCSBT; IOTC; WCPFC,"Ningaloo, Shark Bay, Houtman, Leeuwin, Great Australian Bight, South Australian Gulfs, Western Bassian and Bassian",Rexe_sol_SAustralia,Large benthopelagics (>=90 cm),"Silver gemfish in Ningaloo, Shark Bay, Houtman, Leeuwin, Great Australian Bight, South Australian Gulfs, Western Bassian and Bassian",Rexea solandri,,"AFMA (2018) 2018 Species Summaries for the Southern and Eastern Scalefish and Shark Fishery: for stock assessments completed in 2018 in preparation for the 2019-20 fishing seasons. Australian Fisheries Management Authority, Australian Government, Canberra.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.35,0.79,0.7,0.9,NA,NA,NA,0.02,0.2,CPUE,NA,F,"Catch includes multiple marine ecoregions: Bassian, Western Bassian, Great Australia Bight, South Australia Gulfs, Leeuwin, Shark Bay, Ningaloo, and Houtman. Check catch pattern. RF OK",
Europe,Northern Europe,NA,rng.27.3a,NA,Roundnose grenadier (Coryphaenoides rupestris) in Division 3.a (Skagerrak and Kattegat),Coryphaenoides rupestris,,https://standardgraphs.ices.dk/stockList.aspx,1985,2019,1985,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.232,0.526,0.15,0.25,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: Biomass index,
North America,Alaska Ecosystem Complex,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,NA,Sablefish,Anoplopoma fimbria,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1960,2018,1960,2018,NA,NA,NA,NA,NA,NA,NA,NA,Very low,0.0623086,0.163774,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Custom SCAA,
North America,California Current,Pacific Coast,Sablefish - Pacific Coast,NA,Sablefish,Anoplopoma fimbria,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1890,2018,1970,2018,NA,NA,NA,NA,NA,NA,NA,NA,Very low,0.0623086,0.163774,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: SS,
Europe,Northern Europe,NA,sal.27.22-31,NA,Salmon (Salmo salar) in subdivisions 22-31 (Baltic Sea. excluding the Gulf of Finland),Salmo salar,,https://standardgraphs.ices.dk/stockList.aspx,1987,2033,1993,2019,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.259107,0.609952,0.2,0.3,NA,NA,NA,0.03,0.25,CPUE,NA,FALSE,F-age:  ; type of abundance: SSB. RF OK,
North America,Canada,,Salv_alp_BeaufortAmundsen,Medium benthopelagics (30 - 89 cm),Arctic char,Salvelinus alpinus alpinus,,https://waves-vagues.dfo-mpo.gc.ca/Library/40600828.pdf,1950,2018,1968,2014,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.13,0.31,0.5,0.7,NA,NA,NA,0.2,0.6,CPUE,NA,F,RF OK,
Europe,Northern Europe,NA,san.sa.1r,NA,Sandeel (Ammodytes spp.) in divisions 4.b and 4.c. Sandeel Area 1r (central and southern North Sea. Dogger Bank),Ammodytes,,https://standardgraphs.ices.dk/stockList.aspx,1983,2020,1983,2019,NA,NA,110000,145000,NA,NA,NA,NA,Medium,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 1-2 ; type of abundance: SSB,
Europe,Northern Europe,NA,san.sa.2r,NA,Sandeel (Ammodytes spp.) in divisions 4.b and 4.c. and Subdivision 20. Sandeel Area 2r (Skagerrak. central and southern North Sea),Ammodytes,,https://standardgraphs.ices.dk/stockList.aspx,1983,2020,1983,2019,NA,NA,56000,84000,NA,NA,NA,NA,Medium,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: SSB,
Europe,Northern Europe,NA,san.sa.4,NA,Sandeel (Ammodytes spp.) in divisions 4.a and 4.b. Sandeel Area 4 (northern and central North Sea),Ammodytes,,https://standardgraphs.ices.dk/stockList.aspx,1993,2020,1993,2015,NA,NA,48000,102000,NA,NA,NA,NA,Medium,NA,NA,0.6,0.7,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age: 1-2 ; type of abundance: SSB,
North America,Atlantic Highly Migratory,Atlantic and Gulf of Mexico,Sandbar shark - Atlantic and Gulf of Mexico,NA,Sandbar shark,Carcharhinus plumbeus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1960,2015,1960,2012,NA,NA,NA,NA,NA,NA,0.070000000298023,NA,Low,0.0396962,0.0969558,0.8,1,NA,NA,NA,0.04,0.3,CPUE,NA,FALSE,"NOAA Assessment model: Stock Synthesis, length-based age-structured model. RF OK",
Europe,GFCM; ICCAT,Ionian Sea,Sard_pil_Ionian,Small pelagics (<30 cm),European pilchard in Ionian Sea,Sardina pilchardus,,"STECF (2016) Mediterranean assessments part 2 (STECF 16-08). Publications Office of the European Union, Luxembourg, EUR 27758 EN, JRC 101548. 483 p.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.4,0.9,0.5,0.8,NA,NA,NA,0.01,0.3,CPUE,NA,F,Relative biomass information from Medits for GSA 20. RF OK,
Australia,Indo-Pacific,Australia,sard_sag_s,medium_pelagics,Australian_sardine_S,Sardinopus sagax,,FishBase,1992,2016,1999,2016,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.36,0.82,0.01,0.1,NA,NA,NA,NA,NA,CPUE,NA,FALSE,Int bio 1999-0.1-0.4 replaced with NA; end bio assumed same level as CPUE,
Asia,IOTC,Gulf of Oman,Saur_tum_GulfOman,Medium demersals (30 - 89 cm),Greater lizardfish in Gulf of Oman,Saurida tumbil,,"Jamnia, A.R., et al. (2018) Applying bayesian population assessment models to artisanal, multispecies fisheries in the Northern Mokran Sea, Iran. Nature Conservation 28:61-89.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.7,1,NA,NA,NA,0.2,0.6,CPUE,NA,F,CPUE recommended. RF OK,
Oceania,CCSBT; WCPFC,"Three Kings-North Cape, Northeastern New Zealand, Central New Zealand, Chatham Island, Bounty and Antipodes Islands, South New Zealand, Snares Island, Auckland Island and Campbell Island",Scom_aus_NewZealand,Medium pelagics (30 - 89 cm),"Blue mackerel in Three Kings-North Cape, Northeastern New Zealand, Central New Zealand, Chatham Island, Bounty and Antipodes Islands, South New Zealand, Snares Island, Auckland Island and Campbell Island",Scomber australasicus,,"Fu, D. (2013) Characterisation analyses for blue mackerel (Scomber australasicus) in EMA 1, 2, 3, and 7, 1989�90 to 2009�10. N.Z. Fisheries Assessment Report 2013/16. 54 p.",1974,2018,1990,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.38,0.86,0.01,0.3,NA,NA,NA,0.2,0.6,CPUE,NA,F,"Combined catch from Chatham Island, Northeastern New Zealand, Three Kings-North Cape, Central New Zealand, South New Zealand, Campbell Island, Snares Island, Bounty and Antipodes and Auckland Island. RF OK",
Asia,WCPFC,South Kuroshio,Scyl_ser_SKuroshio,"Lobsters, crabs",Indo-Pacific swamp crab in South Kuroshio,Scylla serrata,,"Ogawa, C.Y., et al. (2011) Fishery biology of mud crabs Scylla spp. at Iriomote Island, Japan: species composition, catch, growth and size at sexual maturity. Fisheries Science 77(6):915-927.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.7,0.9,NA,NA,NA,0.03,0.3,CPUE,NA,F,"Bcrumb data used. set start @1970. Set intb in the middle of cpue, 0.01-0.3. RF OK",
North America,Northeast Shelf,Northwestern Atlantic Coast,Sea scallop - Northwestern Atlantic Coast,NA,Sea scallop,Placopecten magellanicus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1964,2017,1975,2013,NA,NA,NA,NA,NA,NA,0.639999985694885,NA,Medium,NA,NA,0.1,0.2,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,NOAA Assessment model: CASA. RF OK,
